id	effectiveTime	active	moduleId	refsetId	referencedComponentId	targetComponentId
271fcaef-f626-5178-a178-668e929de212	20140301	1	731000124108	900000000000527005	435981000124106	699618001
27645fd9-0465-5354-bfb4-da311a9170b0	20130301	1	731000124108	900000000000527005	431241000124109	460615006
281c9d28-a40b-59ab-a3bf-0c823bd5b599	20130301	1	731000124108	900000000000527005	1111000119100	52298009
28598573-3877-5ae3-b83f-0743b0d5ab45	20110301	1	731000124108	900000000000524003	21000124100	373872000
285f42e0-acac-5037-823e-029841fbe67d	20110301	1	731000124108	900000000000524003	191000124106	373872000
2970750e-8c18-56cd-82b0-c9eb0147c0ab	20110131	1	900000000000207008	900000000000531004	79833010	190631007
2a2b21ae-077e-5cfa-baf9-461eeabf6f3f	20130301	1	731000124108	900000000000527005	431851000124105	603417006
2a5508d3-3f94-5139-9258-ab563cb9cfee	20050131	1	900000000000207008	900000000000523009	41702007	414795007
2aeef68f-5fb0-588c-8a30-cb1c852a1598	20110131	1	900000000000207008	900000000000531004	2646387018	231710008
2c6b4a33-0327-5386-9177-828cdf2c22d3	20110301	1	731000124108	900000000000526001	101000124104	446870005
2e5b43e3-9f4d-59d9-996c-5e447fedc681	20110301	1	731000124108	900000000000526001	11000124108	446509003
2ecf21ac-5daa-548f-a1b4-65ef4e6463ad	20120301	1	731000124108	900000000000526001	1391000124109	449754000
30179e17-ecc6-5a8a-b906-bb46b096aa5c	20070131	0	900000000000207008	900000000000523009	399079008	419258005
3029236f-5fb8-5129-a50e-d48b30e0081b	20150131	1	900000000000207008	900000000000531004	87022012	707136009
306e1bc4-7baa-5815-9d1e-873f5a4abfd1	20120301	1	731000124108	900000000000524003	1331000124105	373872000
30d9832f-0fed-5e98-a057-57fe9307898f	20100131	1	900000000000207008	900000000000531004	115935011	266254007
32b08d1f-ed09-5c0a-85d8-979c4adcbf2c	20130131	1	900000000000207008	900000000000531004	93533017	442021009
32d8758a-be24-529b-ba01-fd0ad077afce	20130301	1	731000124108	900000000000527005	3031000124108	457571003
339f91f2-b96b-5ffa-8d02-04a6809644e1	20130301	1	731000124108	900000000000527005	4081000124106	459143008
34e0b28c-c57f-5f87-ae99-1abdb92682d9	20130301	1	731000124108	900000000000527005	1711000124103	473232002
3518142e-e8da-5d1d-bdb8-32309b2a4acd	20060131	1	900000000000207008	900000000000523009	399079008	161891005
36535ce0-4c68-56c3-9ebf-5097f25a4544	20130301	1	731000124108	900000000000527005	4121000124108	459146000
36a437e4-23d8-5e0d-9a40-b1f48b390f03	20110301	1	731000124108	900000000000524003	141000124102	373872000
39ae807c-9ba0-58a2-be30-99571832483e	20130301	1	731000124108	900000000000527005	4331000124108	458140003
39d143ce-110b-5e42-8d99-db0bfe4e8e00	20150131	1	900000000000207008	900000000000531004	2917087012	707136009
3afa3ee8-ff9b-565a-8d4e-db058d8d4a84	20110301	1	731000124108	900000000000524003	261000124105	373872000
3c570af1-3a84-5f7a-9f1c-5d33f978e2db	20090131	1	900000000000207008	900000000000531004	2164192010	438457000
3dbc212f-ad4d-52ea-b855-23fa3d6435d1	20120301	1	731000124108	900000000000526001	2141000124108	449848008
3e0ffb2a-6460-5873-b2a9-6905efd7cacd	20090731	1	900000000000207008	900000000000523009	373918006	105456007
3e21a9dc-b530-5004-a90d-a129e96a844e	20120301	1	731000124108	900000000000524003	1261000124106	373872000
3e2b4f01-af86-5c1e-9220-fcdaf91c3986	20070131	1	900000000000207008	900000000000527005	419258005	161891005
3e3404e7-9e4c-506a-a0e9-434c4d9fc357	20080731	1	900000000000207008	900000000000531004	497678011	373576009
3eb18bd1-b197-59e4-8b69-dfb3b453bdc3	20120301	1	731000124108	900000000000526001	1201000124105	449741007
3f3c93db-ad89-54e0-93d4-9b45c413cbc8	20040131	0	900000000000207008	900000000000527005	230456007	13973009
3fc39047-d196-53fc-b9d7-55641a602338	20060131	1	900000000000207008	900000000000523009	371777007	225824003
416dda5e-6551-5120-b1aa-16b1d89bdd45	20120301	1	731000124108	900000000000524003	1281000124101	373872000
4193cb80-12b4-5a4e-933f-95b5d5c7bed3	20140131	0	900000000000207008	900000000000531004	106776013	209899001
41998d1f-65fa-5067-99f4-b7b0d725bae5	20110301	1	731000124108	900000000000524003	51000124109	373872000
41d0219a-6e52-58c8-925c-4748ca9eba48	20130301	1	731000124108	900000000000527005	3241000124108	457374005
41e1a2bf-7df2-5fac-8d75-156e30860012	20110301	1	731000124108	900000000000524003	81000124101	373872000
428591ce-752a-5ed7-9d48-c84978886905	20130301	1	731000124108	900000000000527005	3641000124106	459077000
4508d676-28fb-5d13-b32f-afdf13707b36	20120301	1	731000124108	900000000000526001	1151000124101	449738003
45edde11-4b48-5841-a8ab-20d2660379f5	20110301	1	731000124108	900000000000526001	31000124102	446110000
4687ae80-b0f3-5470-a95c-587000c4eb77	20110301	1	731000124108	900000000000524003	211000124107	373872000
46c646dd-b907-5bbb-b2f6-c78b2064acd5	20120301	1	731000124108	900000000000526001	2161000124107	449875001
473273c1-5b82-526d-9f0b-ef227cff757e	20110301	1	731000124108	900000000000524003	201000124109	373872000
47b2d876-7b0a-5849-8e77-60582b5a3950	20120301	1	731000124108	900000000000526001	1221000124100	449745003
49b02d61-2b82-57cf-9149-206990d96979	20040731	0	900000000000207008	900000000000527005	284009009	103389009
49bde88a-d4f8-54b4-a611-644b7233c3b8	20130301	1	731000124108	900000000000527005	1281000119104	472971004
4a2695c2-d80d-5d50-a432-7bd7ddb11535	20130301	1	731000124108	900000000000527005	3711000124104	459092004
4ad35efd-0008-5c78-abd6-eeb8bc6b4269	20130301	1	731000124108	900000000000527005	4541000124107	458091003
4bb0de1e-2374-57eb-a286-fa565764f64e	20130301	1	731000124108	900000000000527005	2911000124106	457145005
4c221543-d7e4-5bce-aa2c-99670ea9b1b7	20140301	1	731000124108	900000000000527005	428131000124100	699663000
4c7f96ab-6797-588a-ab0d-74bf88387377	20120301	1	731000124108	900000000000526001	1271000124104	449749009
4cd768b3-5bf0-589d-8a1d-59649960f6dd	20130301	1	731000124108	900000000000527005	4351000124101	458138008
4d9bdb66-ad15-5c51-bacb-94780a65b588	20110301	1	731000124108	900000000000524003	701000124100	373872000
4ebaa44a-7585-5460-83b8-043b836f6424	20100131	1	900000000000207008	900000000000531004	1221417013	443524000
4f0a94e6-1b29-5769-8134-26e00b4dc0aa	20120301	1	731000124108	900000000000524003	1391000124109	373872000
4f1d3c40-ebe8-5cfd-8cd6-5127a852fd7d	20100731	1	900000000000207008	900000000000527005	39866004	387961004
50992237-0b37-5ca2-b366-5889681c5d3e	20120301	1	731000124108	900000000000524003	1401000124106	373872000
512757cf-060e-51e0-a6f8-773b47f26f3b	20040131	0	900000000000207008	900000000000523009	134328007	115227001
51563b95-e9d9-5e51-8f25-457d840e93c8	20110301	1	731000124108	900000000000524003	171000124105	373872000
5157f113-0944-54f0-af06-d7bc0981c350	20030731	1	900000000000207008	900000000000523009	729000	399995006
518e2515-6c76-55c8-a7b2-dc2be08b6d18	20030131	0	900000000000207008	900000000000527005	193462001	270478005
51dc93d4-1b9f-5056-9737-a8229c60ee81	20130301	1	731000124108	900000000000527005	1681000124104	473224005
55244273-0c6c-5688-91ae-c1944a47bc90	20040731	0	900000000000207008	900000000000527005	208526001	7314000
5565b82a-44eb-5a75-ac5b-0abb76f59ce3	20120301	1	731000124108	900000000000526001	1281000124101	449750009
56500155-d114-5ee1-ae26-c49b798baae3	20110301	1	731000124108	900000000000526001	121000124109	446645007
5782d81f-167e-5cc4-9c9e-50feee5220e2	20130301	1	731000124108	900000000000527005	431251000124106	460617003
580b38bc-5e00-53b3-acd7-d444db8061d7	20130731	1	900000000000207008	900000000000523009	418925002	419076005
585abd35-49c6-5572-b586-262dbf1b62ec	20120301	1	731000124108	900000000000524003	2161000124107	373872000
58d4fd79-1b66-5789-9a76-18928b7f2b7c	20090131	1	900000000000207008	900000000000531004	145660018	438457000
594b4264-1a50-560a-9ec3-2b9cfc0f9c86	20060731	1	900000000000207008	900000000000527005	397190009	154283005
59719af5-023c-5e9a-a022-25737ce30e77	20120301	1	731000124108	900000000000524003	1441000124108	373872000
5a149420-3562-582b-b7fc-7981eab104ae	20110301	1	731000124108	900000000000526001	141000124102	446648009
5aba9b45-b483-52d5-a2c0-4296bd14b936	20060131	0	900000000000207008	900000000000527005	225824003	371777007
5adc4695-7a97-5790-8156-9a611f713747	20140301	1	731000124108	900000000000527005	6221000124107	699747002
5b1e033b-afa9-515b-a2e2-b44508eb828e	20140901	1	731000124108	900000000000527005	432211000124100	180301000119102
5c174166-4f67-5059-9c8a-14d3c8dc5a4c	20120301	1	731000124108	900000000000526001	1571000124101	449753006
5c27807d-ded1-5a3f-8295-f70ab31f589f	20130301	1	731000124108	900000000000527005	4451000124108	458119004
5ee93046-d06d-5475-a7dc-279acdf0db68	20120301	1	731000124108	900000000000524003	1211000124108	373872000
5eee6032-8ece-55f8-8924-cc7933e08ab3	20110301	1	731000124108	900000000000524003	111000124101	373872000
5f6d1943-0ac6-5de3-aa50-53af4e9f9f59	20140901	1	731000124108	900000000000527005	434981000124107	65171000119107
609e044d-09af-5eed-8d73-48c4095338a8	20140131	1	900000000000207008	900000000000531004	124000016	699026005
60c1a97a-5ea3-5609-a528-f0bf117c8d67	20140901	1	731000124108	900000000000527005	435351000124102	698761003
60f83092-380a-50b9-a3d1-fbe773766e45	20060131	1	900000000000207008	900000000000523009	371777007	418506006
61a7f071-9d24-5b66-9a93-2e52b76abfd1	20110301	1	731000124108	900000000000526001	191000124106	446397006
6209fe94-45a8-52ac-a5c0-cd43f2431b4b	20140901	1	731000124108	900000000000527005	434341000124100	69321000119105
620c7ae6-075b-5b54-b499-0c8d4abb2979	20150301	1	731000124108	900000000000527005	440691000124107	707844006
6552a8d6-43ba-58ef-8882-295f46315c62	20120301	1	731000124108	900000000000524003	1301000124102	373872000
656a0db7-9f73-5fb4-a509-21db82ca2a7c	20130301	1	731000124108	900000000000527005	3901000124104	459121000
66966dbb-1832-5ef6-a138-b7217ea7b128	20110301	1	731000124108	900000000000524003	61000124106	373872000
67128f3b-bef6-592a-8a7f-01f00305a11a	20140131	1	900000000000207008	900000000000531004	474091012	700010002
68357c94-1b12-5c03-a32f-7349987e1a18	20150131	1	900000000000207008	900000000000531004	1216708014	707136009
68db5b9f-bd69-5aab-93a7-8f28fa9c9cc2	20130301	1	731000124108	900000000000527005	1791000124108	473220001
69a7739c-e22b-51ba-a310-5121f89088a4	20140731	1	900000000000207008	900000000000531004	473946011	703300001
69f1ff79-302f-55d8-9204-df31092b3b10	20040131	0	900000000000207008	900000000000527005	161891005	373644009
6b10f7cd-2258-5baf-beb1-5e27097db8a8	20140731	0	900000000000207008	900000000000526001	6842002	128861007
6b1ccd74-93db-57e2-b637-b52798c111b8	20130301	1	731000124108	900000000000527005	3391000124105	458025003
6b506ba0-71bd-5ff6-a84d-b05b96f0bf6c	20150131	1	900000000000207008	900000000000531004	1218200011	707136009
6bb12ac0-e294-5bc2-8f2e-ddfa6dae6095	20120301	1	731000124108	900000000000526001	1421000124101	449756003
6ce3f32f-9724-5c01-88ad-d7d0651c88d8	20120301	1	731000124108	900000000000524003	1451000124105	373872000
6d1afff3-74a5-561a-871d-d2c95af9b711	20150301	1	731000124108	900000000000527005	371000124107	708011004
6d6c48b0-500e-55f0-935c-02bc65619803	20120301	1	731000124108	900000000000526001	1211000124108	449743005
6e246146-1c4e-5f27-9aa9-ad9431376e11	20110301	1	731000124108	900000000000524003	11000124108	373872000
6f9fcece-71a1-5416-bac5-88a3b5645dd8	20110301	1	731000124108	900000000000526001	131000124107	446647004
6fc25420-22df-5484-ae6c-39e287385e1b	20090131	1	900000000000207008	900000000000531004	480289010	432504007
700116e0-3d50-5fb3-abe6-fa31423cb5d5	20110301	1	731000124108	900000000000526001	721000124105	447572000
747a106b-ff6e-54cf-b928-a4ba1dde00d6	20030731	1	900000000000207008	900000000000523009	81483001	154283005
747acc21-f55b-5124-8735-0b0b51249ebf	20130901	1	731000124108	900000000000527005	4491000124102	458114009
7485b113-f5b6-5840-aab4-ad2fbc2bfadd	20130301	1	731000124108	900000000000527005	3841000124107	459109004
766852b6-9633-5536-91c3-92794d0ece46	20040731	1	900000000000207008	900000000000523009	103389009	410675002
76eff346-6dd3-545f-bee0-b2ae6cf50abc	20120301	1	731000124108	900000000000526001	1451000124105	449762008
77e270c0-e152-5bfe-9790-9028b9e02394	20130301	1	731000124108	900000000000527005	1721000124106	473233007
77f3b53e-f6bb-5dea-9a86-f742d56a0006	20120301	1	731000124108	900000000000524003	711000124102	373872000
79432e3d-64ae-5066-add8-b5646e4aebad	20120301	1	731000124108	900000000000524003	2151000124105	373872000
7a40adae-a044-50b4-ad4d-3d6fbc857439	20130301	1	731000124108	900000000000527005	1641000124105	473226007
7b4edf96-18b0-5169-bc2a-38a3a9edf953	20150301	1	731000124108	900000000000527005	435011000124100	87471000119106
7c20aa07-fef0-5249-9a04-0af9afd4b353	20120301	1	731000124108	900000000000526001	1261000124106	449748001
7cdb9b63-0453-5338-b2dd-77aec36808f3	20150131	1	900000000000207008	900000000000531004	1216710011	707136009
7dbc27ae-f0f8-5d58-bbdc-f76016671dcf	20110301	1	731000124108	900000000000524003	71000124104	373872000
7dc251ff-e3af-5d29-987c-3664ca7727e9	20130301	1	731000124108	900000000000527005	1651000124107	473225006
7e5b4afb-13ba-5cf1-9a2b-78de92b5642b	20090131	1	900000000000207008	900000000000531004	33762017	432504007
7e7e5ae0-b19c-5129-9ec4-eef84a7171b4	20090131	1	900000000000207008	900000000000531004	196838011	439745000
7f584910-5731-57c4-bb76-1ab4911e7a39	20030731	1	900000000000207008	900000000000523009	729000	239107007
7f9901ff-ba50-5dbe-a70e-b06476b4a661	20120301	1	731000124108	900000000000526001	1541000124109	449747006
8067011a-ce0d-5761-8ae8-a79631071f96	20110301	1	731000124108	900000000000524003	691000124100	373872000
81019963-fc63-59b8-949e-1fa7aa35bb89	20130301	1	731000124108	900000000000527005	1621000124103	473235000
811131ec-aa27-575e-8f63-4c5af5ca8b0d	20130301	1	731000124108	900000000000527005	431881000124102	603414004
8157bb76-c9d0-5c2a-8506-bb70d5b85256	20140131	1	900000000000207008	900000000000531004	498057011	397516006
815b29f1-56a5-5091-bdc4-375915afaadd	20130301	1	731000124108	900000000000527005	431891000124104	603413005
82577251-63c9-5488-8923-b417321d5745	20080731	1	900000000000207008	900000000000531004	94322010	373576009
83176b29-06fe-5ec0-b4b2-8bc8531f928d	20120901	1	731000124108	900000000000527005	3251000124105	407183002
843f221d-b6c5-52ba-a353-f647a0cd8de3	20030731	1	900000000000207008	900000000000523009	729000	239108002
84e79152-ea95-52cd-938b-443543f167b2	20130301	1	731000124108	900000000000527005	4231000124100	458154006
84f70f0e-dde4-537e-9944-6a4bf8a5996b	20120301	1	731000124108	900000000000526001	1101000124100	449736004
85fc259c-d8e7-51e6-a5a8-384260dad0dc	20140301	1	731000124108	900000000000527005	431681000124101	36601000119109
8606aa0d-16eb-5c78-8d10-49797e3dd22e	20120301	1	731000124108	900000000000524003	1271000124104	373872000
867a4b8e-30bc-5aa6-9275-c167c0ee2456	20130301	1	731000124108	900000000000527005	4601000124106	458090002
867d48c7-f94d-5938-b8ee-921c4d2f7c07	20140901	1	731000124108	900000000000527005	431171000124108	700363003
8747f916-81f6-542c-842b-d328307d8ab2	20130301	1	731000124108	900000000000527005	4061000124101	459141005
888cfc94-b2ad-5e40-b17a-812e0f2bf3d2	20130301	1	731000124108	900000000000527005	4371000124106	458136007
88c5ac48-0c66-5af9-9d34-b79522f9b4c5	20140131	1	900000000000207008	900000000000531004	498056019	397516006
89308af2-ab2a-58aa-b58d-38f0eeaf1ccb	20120301	1	731000124108	900000000000524003	1541000124109	373872000
89b830c9-b94e-5100-82fd-616a20777a6f	20120901	1	731000124108	900000000000527005	1471000124100	450965001
89d117d0-c91b-5ecb-a7a0-e10e3c291ce9	20090131	1	900000000000207008	900000000000531004	11117013	431898009
8ec302e5-45db-5dcb-8a61-e0bfee4231ea	20100131	1	900000000000207008	900000000000531004	23541012	444002002
8f8dd699-4c09-56d0-9788-e6f3d3b96b36	20110301	1	731000124108	900000000000526001	51000124109	446796000
90d74f28-f58e-5334-8ab6-ffbe3e485b30	20130301	1	731000124108	900000000000527005	2061000124108	473144009
9128b3e9-293c-5934-afd8-c9799e8924a3	20030131	0	900000000000207008	900000000000523009	105456007	373918006
945c5b36-d8cc-512d-acbc-d4882a635c84	20130301	1	731000124108	900000000000527005	3431000124104	458051001
94c5aa01-45da-5e38-9a2b-d4f0eb6a512b	20110301	1	731000124108	900000000000526001	701000124100	447303007
961e89e4-ba93-5396-a871-85985b29ec9e	20130301	1	731000124108	900000000000527005	1691000124101	473231009
9690a647-f4ce-5bfa-8eb6-61b828d84436	20090131	1	900000000000207008	900000000000531004	33883018	321667001
97678dc2-560b-5dc3-ac2d-e5b6e5c76a6b	20080731	1	900000000000207008	900000000000531004	299063012	19399000
9844dff8-52d1-5fb7-a367-511236e8ea2e	20150131	0	900000000000207008	900000000000526001	52988006	49755003
985fdb1c-57f2-5d3c-9031-0fe74f1aff1a	20110731	1	900000000000207008	900000000000531004	1785521012	225655006
9893bb96-db71-5f3e-a9d8-7046c61ede38	20150131	1	900000000000207008	900000000000523009	601000119109	424213003
998c5e49-83a9-5293-80c0-e23654ae0e30	20140901	1	731000124108	900000000000527005	435371000124107	703176000
999dce2d-c85f-5780-a1ce-6222db6b297d	20120901	1	731000124108	900000000000527005	1511000124105	450968004
9ab626b9-de84-5346-95af-b6c2cdcf96ec	20090131	1	900000000000207008	900000000000531004	77764012	367586008
9bc1f050-ba40-5239-a1f8-0265288eb45e	20040731	1	900000000000207008	900000000000527005	7314000	208526001
9be17200-203f-5c15-bab9-d85dce0ea05d	20080731	1	900000000000207008	900000000000531004	2579650012	370570004
9c1bade8-8f97-5b8c-9328-cfc31dc40c9e	20140901	1	731000124108	900000000000527005	435951000124103	699035003
9c5ad347-f863-573c-a3b2-dd2b8171c2f1	20060731	0	900000000000207008	900000000000523009	81483001	397190009
9c60baee-8c86-514e-84bd-90ff426f1bfe	20140301	1	731000124108	900000000000527005	428111000124106	699666008
9c86eb33-2153-5eca-ba60-3679c702bc71	20130301	1	731000124108	900000000000527005	1461000124107	450964002
9ca24d8c-a8da-5f18-8cfa-1ddb8c8d4e68	20120131	1	900000000000207008	900000000000531004	23735019	449902003
9ca3e853-29cb-5751-8b86-e5e6bf212b1e	20050131	1	900000000000207008	900000000000523009	41702007	67682002
9cb751a5-769e-582d-9c2d-dae2ae1dfe40	20030731	0	900000000000207008	900000000000527005	239107007	729000
9d1f8cfd-e04b-517d-bb17-06ff7371cd78	20150301	1	731000124108	900000000000527005	391000124108	708012006
9de2d646-c07c-5440-ad55-eabeec3bfb7a	20080731	0	900000000000207008	900000000000527005	129406001	410820007
9eeaabb5-00d3-5964-8e13-2d2e364150bc	20130301	1	731000124108	900000000000527005	2861000124101	457140000
9f5651c8-07e2-5191-92de-e889e261be98	20100131	0	900000000000207008	900000000000527005	393563007	63634009
9ff6a383-e9a5-517b-99d1-172c60493178	20130301	1	731000124108	900000000000527005	431701000124103	473118009
a0752358-d0ce-5b21-90a9-0550bab6ea8b	20120301	1	731000124108	900000000000524003	1421000124101	373872000
a2c476aa-7ada-575f-8bce-09a9e528a902	20050131	0	900000000000207008	900000000000527005	53741008	41702007
a3ef1f48-56ff-523a-93df-7c7bd05cc075	20060131	1	900000000000207008	900000000000523009	373644009	161891005
a44e4a3f-2c07-5b98-a239-f3cb4b978a99	20140901	1	731000124108	900000000000527005	428141000124105	699662005
a4bc4cf4-d847-5fb9-bd72-918a3897ec00	20130301	1	731000124108	900000000000527005	3981000124108	459130008
a584d2c1-bb96-5e90-a530-64a057cb1591	20120301	1	731000124108	900000000000524003	1571000124101	373872000
a595b726-479a-5a14-b551-f1e2ceaa0401	20140901	1	731000124108	900000000000527005	434381000124106	49871000119105
a64a1a99-9bc0-5c68-9227-7a6a8615c982	20120301	1	731000124108	900000000000524003	1291000124103	373872000
a7a9c5b7-7371-5332-9f96-fca9a0b8cbe1	20080731	1	900000000000207008	900000000000531004	2675745018	415098006
a946530c-4524-57cd-a1eb-ead551125dc6	20120301	1	731000124108	900000000000524003	1131000124108	373872000
a9551dd4-0e74-5b93-bfed-4bda07170e5e	20110301	1	731000124108	900000000000524003	131000124107	373872000
ac401d49-320c-5e27-a692-19c50270d219	20040131	1	900000000000207008	900000000000527005	108954004	226282004
ae5b322a-23bc-5304-815c-647b64333613	20120301	1	731000124108	900000000000526001	1171000124106	449739006
af42ec4e-e6f8-591e-969b-48e7b6ba4197	20130301	1	731000124108	900000000000527005	4981000124105	450877007
b05c85b2-142a-5f26-b13d-2227d4af55b8	20130301	1	731000124108	900000000000527005	3961000124103	459128006
b168a4cd-7e37-51f3-ae3d-c264e92ca5d2	20090731	0	900000000000207008	900000000000527005	105456007	373918006
b171a88e-8cd9-5b70-a24f-844425649419	20130901	1	731000124108	900000000000527005	433921000124106	433821000124102
b3729370-1c55-5171-9b1c-d512357a36b6	20150301	1	731000124108	900000000000527005	432231000124106	704450003
b40be6d2-5f89-56a8-8d2e-ca00ebae6286	20150131	1	900000000000207008	900000000000523009	11000119105	91935009
b4641d11-6e94-550f-8193-df02def8c72c	20130301	1	731000124108	900000000000527005	4011000124104	459136002
b5ba3bfb-bb23-53fe-853e-dbea17d13e8b	20130301	1	731000124108	900000000000527005	3101000124101	457880006
b63ecb09-2bcf-5ff9-a624-d08bca31b8ea	20150301	1	731000124108	900000000000527005	434031000124107	708248004
b6b23ac1-b589-5309-ae86-7c049af62d7c	20130301	1	731000124108	900000000000527005	3261000124107	457394001
