id	effectiveTime	active	moduleId	refsetId	referencedComponentId	valueId
0626a393-aad8-50ff-9d05-0e06f76a6eb5	20140131	1	900000000000207008	900000000000489007	356139006	900000000000482003
066501a5-c110-5691-9e52-212ff4067c59	20100731	1	900000000000207008	900000000000490003	2641074017	900000000000495008
06653669-f8af-551d-8a2a-00378c37fb5d	20050731	1	900000000000207008	900000000000490003	420294018	900000000000495008
067c75ec-aee3-59d5-99f8-42fd291660bd	20080131	1	900000000000207008	900000000000490003	490945017	900000000000495008
06886275-1ce9-553c-be7f-076f1ee412dc	20050131	1	900000000000207008	900000000000489007	73338000	900000000000484002
06b84ebe-7478-5c2f-868e-7e7fcd5c7db6	20080131	1	900000000000207008	900000000000490003	131813015	900000000000495008
06d47f73-18de-55f0-9b7a-f0bbee840d80	20020731	1	900000000000207008	900000000000490003	511078019	900000000000495008
076289af-15ae-5ad9-8785-db70bf946126	20040731	1	900000000000207008	900000000000489007	119260005	900000000000482003
077f6ebc-a9fa-5538-8fa5-bcc715fd2089	20070131	1	900000000000207008	900000000000490003	1776368019	900000000000495008
07a6d18c-861c-5840-9d27-0dab05480d98	20030131	1	900000000000207008	900000000000490003	208095019	900000000000495008
07ad778c-8140-56cb-a70f-6a2842260748	20030731	1	900000000000207008	900000000000490003	27679010	900000000000495008
07c324b1-8d64-5b79-a0de-74b64098bd60	20030131	0	900000000000207008	900000000000490003	445408016	900000000000486000
07c6f036-e5a8-5bea-85b8-944789b285c6	20030731	1	900000000000207008	900000000000490003	643740011	900000000000495008
07d49199-5cb6-5902-af61-13eb23a49a1c	20060731	1	900000000000207008	900000000000490003	499076016	900000000000495008
07ebc09e-2c14-5c44-b98a-ad2d71c41fe7	20030131	1	900000000000207008	900000000000490003	208182010	900000000000495008
07f974ce-605e-575b-9711-cfd2b8519795	20100131	1	900000000000207008	900000000000490003	9181019	900000000000495008
0802b6f2-f2e2-57c8-ba25-459ebfead6f4	20030131	1	900000000000207008	900000000000490003	135526016	900000000000495008
084262bc-18d1-5b38-97c1-bd34e1a3c152	20080731	1	900000000000207008	900000000000490003	445536012	900000000000495008
086ea9ff-3286-50d2-991a-045efcce3a6a	20040731	1	900000000000207008	900000000000490003	705994014	900000000000495008
089c851d-a3f5-52d1-acc8-0158a8e95649	20070131	1	900000000000207008	900000000000490003	281873013	900000000000495008
08b8efa2-fc33-5f4d-8b97-53ef2bf61fc2	20140604	0	900000000000207008	900000000000490003	484536016	900000000000494007
08f0bc82-baa6-5114-945f-5723ee42962c	20030131	1	900000000000207008	900000000000490003	454268018	900000000000495008
0905c39f-7b2b-522b-bd5b-c06bc95e39c2	20050131	1	900000000000207008	900000000000490003	625144018	900000000000495008
092147f5-3454-574c-a789-76c264c7d020	20050731	1	900000000000207008	900000000000489007	297129003	900000000000484002
09452698-5e8c-53ba-8d51-ec2ec7eabafa	20100131	1	900000000000207008	900000000000490003	780798016	900000000000495008
0950f231-b812-5c55-af39-7810bb64dc67	20030131	0	900000000000207008	900000000000490003	281034014	900000000000486000
09a78267-cb5b-521b-8f8f-5355142fa723	20060131	1	900000000000207008	900000000000490003	363542015	900000000000495008
09af34ee-4cc0-5141-9d5c-d9867d3dd753	20060131	0	900000000000207008	900000000000490003	613115019	900000000000495008
09ee895b-def0-528a-9f35-f8e034536b7b	20060131	1	900000000000207008	900000000000490003	415308011	900000000000495008
0a2dc1cb-f3dc-5aa4-b7d8-ae9b06ddfda7	20140131	1	900000000000207008	900000000000490003	151948019	900000000000495008
0a6a00d1-6de8-52bb-8529-9ffd9346c402	20030731	1	900000000000207008	900000000000490003	781408015	900000000000495008
0aa24b6f-3dd8-5c59-a3ac-b869b9879479	20050131	1	900000000000207008	900000000000490003	832491015	900000000000495008
0aa334d7-0251-57a8-868b-43a69d78a96b	20030731	1	900000000000207008	900000000000490003	14720011	900000000000495008
0afab339-29e6-55cb-9226-5f9d3361599e	20030731	1	900000000000207008	900000000000489007	29198004	900000000000484002
0b1491e3-b108-5f02-b466-a1dfa9077426	20040131	1	900000000000207008	900000000000490003	116166013	900000000000495008
0b1d9afe-cf77-5133-8873-cfedf42e7b34	20020731	0	900000000000207008	900000000000490003	308950010	900000000000495008
0b21872a-57e8-5251-8b54-0e6e1420e914	20140604	0	900000000000207008	900000000000490003	1221417013	900000000000494007
0b3f894c-f154-5419-8c30-8bf37a35444c	20030731	1	900000000000207008	900000000000490003	335824013	900000000000495008
0b67496e-ba39-5221-a73a-e681b4f294e2	20130731	1	900000000000207008	900000000000489007	397637006	900000000000484002
0b6da8f8-d6e7-5dc3-a17c-4da26085c4fa	20030131	0	900000000000207008	900000000000490003	57322010	900000000000486000
0ba7ffcb-1813-5e94-9225-29f4aaf2ee47	20130731	0	900000000000207008	900000000000490003	2574057014	900000000000495008
0beb158e-1318-5a67-917f-a22c6f6d6986	20020731	1	900000000000207008	900000000000489007	57855005	900000000000484002
0c1879e5-821d-50eb-80af-6e28e03d3843	20040731	1	900000000000207008	900000000000490003	174007015	900000000000495008
0c2a71a1-2901-5d3c-9895-8bea4010f828	20060131	1	900000000000207008	900000000000490003	768592013	900000000000495008
0c2fa4e0-44d2-508f-abab-e7e63802652a	20030131	1	900000000000207008	900000000000490003	350594016	900000000000495008
0c7597a4-552b-5a7f-a912-c364aac700dc	20050731	1	900000000000207008	900000000000490003	2470536012	900000000000495008
0c8aa305-d934-5737-9a14-5fba23bbf02a	20070731	1	900000000000207008	900000000000490003	449838010	900000000000495008
0c920d10-4662-54cc-a633-2e943899560d	20110731	0	900000000000207008	900000000000490003	377553014	900000000000495008
0c9d6773-6acb-531b-833e-ee48c80f7670	20030731	1	900000000000207008	900000000000490003	365499012	900000000000495008
0c9f09da-cb0d-5a02-86bf-f6e50446723d	20030731	1	900000000000207008	900000000000489007	8316001	900000000000484002
0cdbfb3b-024c-53d5-965a-c283bbdb43af	20040131	1	900000000000207008	900000000000490003	364285015	900000000000495008
0d20cd57-e4dc-56a1-aa2e-c366a6e447eb	20020731	0	900000000000207008	900000000000490003	716079013	900000000000486000
0d51ffef-443b-54ba-a9a8-ddbc685c2e96	20110731	1	900000000000207008	900000000000490003	367946010	900000000000495008
0dd00cc2-4202-56f3-9283-c45b8fe0dea0	20050131	0	900000000000207008	900000000000490003	681730019	900000000000486000
0de05c3f-311f-5d17-88b6-f2ec38c08a8d	20060131	1	900000000000207008	900000000000489007	103267008	900000000000484002
0de3477b-0f37-59cb-9714-49c6b41ef2c3	20040131	0	900000000000207008	900000000000490003	455721018	900000000000495008
0dedacd4-8a0e-5a8c-9665-d73390c9e3c5	20030131	1	900000000000207008	900000000000490003	406108016	900000000000495008
0e33e07f-df43-54df-82c7-c9fa903e18cc	20030731	1	900000000000207008	900000000000490003	27675016	900000000000495008
0e58f851-290d-5df8-b2fb-b25dd1ef3101	20030131	0	900000000000207008	900000000000490003	674143018	900000000000486000
0e67ce0e-3178-5e5b-aab6-a8fc2d82e027	20080131	1	900000000000207008	900000000000490003	1778385010	900000000000495008
0e984f18-c683-59cf-91e3-cb0090b3bc06	20030131	1	900000000000207008	900000000000490003	501202017	900000000000495008
0e9f8e12-4271-5ad1-be75-289838fda899	20090731	1	900000000000207008	900000000000489007	261008006	900000000000484002
0eb95bb5-dd27-541a-9682-559f0bb2d438	20030131	1	900000000000207008	900000000000490003	474705016	900000000000495008
0ec8b0d8-1e19-5452-bf68-5c35a2636538	20080131	1	900000000000207008	900000000000490003	504119010	900000000000495008
0edf5039-4b62-5664-8ac6-5930056a2335	20100731	1	900000000000207008	900000000000490003	2562256010	900000000000495008
0ee75264-420f-5685-b6b4-00c774530360	20030131	0	900000000000207008	900000000000489007	193462001	900000000000482003
0efda98c-0121-56d2-ae8d-b5508836a5a9	20030131	0	900000000000207008	900000000000490003	665197011	900000000000486000
0f17d757-e540-56f2-9b52-aa8048a5d8be	20030131	1	900000000000207008	900000000000490003	69840010	900000000000495008
0f26c988-adb4-523d-ad12-003c8d032668	20130131	1	900000000000207008	900000000000489007	398175007	900000000000482003
0f4812b5-0972-5b41-b838-e5abb845d4ad	20030131	0	900000000000207008	900000000000490003	447516010	900000000000486000
0f5f67a3-f984-509c-9b2f-0079df99e4ef	20040731	1	900000000000207008	900000000000490003	835924016	900000000000495008
0f8559a1-89f3-5f75-a111-d66cf2e6ed01	20070131	1	900000000000207008	900000000000490003	652719014	900000000000495008
0f87fb62-f97e-5fc3-9cb9-bf9c2f207786	20140131	1	900000000000207008	900000000000489007	95288003	900000000000487009
0f9c8468-6103-56ff-ab19-8183368faa94	20050131	1	900000000000207008	900000000000490003	473553014	900000000000495008
0fe5c920-37dd-58a1-99d7-a9e9681efd11	20030731	1	900000000000207008	900000000000489007	37099008	900000000000484002
10249ea5-7f59-5c3c-8b33-613ba6e5101d	20020731	1	900000000000207008	900000000000490003	395779012	900000000000495008
102eacac-f9d1-546d-ba7e-49ac2b8d9432	20130131	1	900000000000207008	900000000000490003	8811000119115	900000000000495008
10312298-19c3-528d-a223-ea88d3455819	20050731	1	900000000000207008	900000000000490003	474158018	900000000000495008
1057632f-60c6-5413-98d4-525bf28977de	20050731	1	900000000000207008	900000000000490003	474156019	900000000000495008
1067e7bc-4905-5820-976c-c38a6d7f880b	20050131	1	900000000000207008	900000000000490003	384730013	900000000000495008
106af995-76eb-5721-a215-b48a4dde005c	20050731	1	900000000000207008	900000000000490003	598627013	900000000000495008
10800d8a-82bb-5485-ad83-60581162b060	20030731	1	900000000000207008	900000000000489007	61136001	900000000000484002
10d36ab7-4357-57fe-9440-46d50e2016c0	20030131	0	900000000000207008	900000000000490003	773956018	900000000000495008
10e40e92-f2d9-5e5b-8356-9081b77e5704	20040731	1	900000000000207008	900000000000490003	787640017	900000000000495008
111f12c0-ee5e-5261-b30d-4e99a573573b	20140131	1	900000000000207008	900000000000489007	102302009	900000000000487009
11449a3e-aaa5-542b-9e60-fac4f66082c1	20040731	1	900000000000207008	900000000000490003	708600012	900000000000495008
1145d7eb-3a44-501c-a4b9-1cfb8b21943d	20030131	1	900000000000207008	900000000000489007	12900003	900000000000484002
1159b78b-7815-53bb-8f8f-cc652fab114f	20020731	1	900000000000207008	900000000000490003	123176016	900000000000495008
1169f50c-abe9-56e4-aaad-b71f76fd84e1	20050131	1	900000000000207008	900000000000489007	8957000	900000000000484002
1171667c-4a53-58ee-8d60-e3b5f333ddec	20130731	1	900000000000207008	900000000000490003	170619015	900000000000495008
1171855b-c87d-5bf0-a181-c7b897aa6baf	20080731	1	900000000000207008	900000000000489007	17571003	900000000000484002
119ca969-083c-538e-af67-f2b6b999c34f	20100131	1	900000000000207008	900000000000489007	162571008	900000000000484002
11fddc6b-0dfc-56db-a876-2c2cdebb216b	20030131	0	900000000000207008	900000000000489007	302463004	900000000000486000
11feaa3e-71db-5234-b503-025fa0c6d0c5	20140131	1	900000000000207008	900000000000490003	153611017	900000000000495008
124f587e-0de0-5d32-abb4-59b06870431c	20080731	1	900000000000207008	900000000000489007	35461009	900000000000484002
128bca40-4bd5-55e2-83fd-6e8ebfe29543	20030131	0	900000000000207008	900000000000489007	312769007	900000000000486000
12aa0b6d-2a71-590f-9d25-64ccf7bdaf7e	20050731	1	900000000000207008	900000000000490003	675707013	900000000000495008
12bb17bc-966e-57aa-82b9-87177f881b53	20140131	1	900000000000207008	900000000000490003	153508011	900000000000495008
12d1dcf5-90c1-5dd1-b402-8d5a62272e89	20090131	0	900000000000207008	900000000000490003	492691016	900000000000495008
12d7006a-646c-56ca-8094-60d4b49fd389	20030131	0	900000000000207008	900000000000489007	303270005	900000000000486000
12e0e5d9-7008-53cc-8ba9-3717aa719da5	20030131	1	900000000000207008	900000000000489007	122544007	900000000000485001
12e30ffc-90c2-5320-b97b-7d0d3eab71fa	20100131	1	900000000000207008	900000000000490003	1457682014	900000000000495008
12f87f49-dc17-5bf6-afa0-e7f2aadeacd5	20030131	0	900000000000207008	900000000000490003	447055019	900000000000486000
1328c6f3-d8d6-565c-a6a3-c44612fe5ab3	20070131	1	900000000000207008	900000000000490003	636108012	900000000000495008
13761100-a84b-5b6f-b5e9-3df62be44c9e	20040731	1	900000000000207008	900000000000490003	501223011	900000000000495008
137b14e3-a649-5392-bd17-4d3de7224459	20090731	0	900000000000207008	900000000000490003	719848014	900000000000486000
13897181-687d-5446-b527-f82db852d113	20140131	1	900000000000207008	900000000000490003	157834011	900000000000495008
13d25d0d-c8d9-5457-b317-97d6d5baf317	20030731	1	900000000000207008	900000000000490003	484234019	900000000000495008
13e6e63c-2145-5937-bd43-c46eab9118bd	20040731	1	900000000000207008	900000000000490003	634626013	900000000000495008
13f70315-ef4a-5690-b694-7495cd4786fe	20040131	1	900000000000207008	900000000000489007	363692008	900000000000482003
141093cf-ebfe-5cf7-80d1-be6ae0bea91d	20140131	1	900000000000207008	900000000000490003	152187017	900000000000495008
141b529e-3de5-5864-acd1-cdc60355e527	20030131	0	900000000000207008	900000000000489007	312538005	900000000000486000
145619b4-d856-5b23-8ca9-b85a1e8c14d9	20040731	1	900000000000207008	900000000000490003	1472524014	900000000000495008
14563d72-97a3-551f-9113-c6608d257817	20140604	0	900000000000207008	900000000000490003	28798016	900000000000494007
145820b9-311b-5677-a6e1-fcc6e8a05ce7	20030131	1	900000000000207008	900000000000490003	208168010	900000000000495008
14bc14b3-62bc-5ca1-ac3f-1666fd8ed44b	20040731	1	900000000000207008	900000000000490003	1479744016	900000000000495008
14cbcb9d-5778-5479-ad47-1f9532248be7	20030131	0	900000000000207008	900000000000490003	447536011	900000000000486000
14d70a1e-eb63-5332-a86d-2a2c6c866db7	20050731	1	900000000000207008	900000000000490003	2537418011	900000000000495008
14f084ec-c155-5d27-868d-2929e80a96d8	20020731	1	900000000000207008	900000000000490003	511111016	900000000000495008
14ff1234-7c59-56a5-90f9-f2014d943906	20030131	1	900000000000207008	900000000000490003	493106012	900000000000495008
15430313-91f5-5fc6-865e-7ccade57331c	20030131	1	900000000000207008	900000000000490003	493115017	900000000000495008
155ad460-8f49-5252-bf76-cb04eb6b2da7	20050131	1	900000000000207008	900000000000490003	13879013	900000000000495008
15695f92-c196-5308-8eec-0e702d36eee6	20030131	0	900000000000207008	900000000000490003	490906010	900000000000495008
15706d33-8a07-5e69-a679-79d75363bc8e	20030131	0	900000000000207008	900000000000489007	312563005	900000000000486000
157c8732-2094-5dc2-a433-3157953bf3cf	20030731	1	900000000000207008	900000000000490003	14788018	900000000000495008
15823bcb-3676-5d84-9378-5da6de27e4ff	20030131	0	900000000000207008	900000000000490003	456309012	900000000000486000
15a00165-e6f4-512d-a9ba-36df86c9c2a8	20060131	1	900000000000207008	900000000000490003	363543013	900000000000495008
15c08fc3-825f-54af-9a10-ae22de1614c5	20030131	0	900000000000207008	900000000000490003	447054015	900000000000486000
15cc347c-b723-5a69-9218-b7120ae76837	20030731	1	900000000000207008	900000000000490003	119799017	900000000000495008
15cd30d0-773c-578a-990a-6d148283619e	20040731	1	900000000000207008	900000000000490003	482093019	900000000000495008
15d58d3e-06ee-5ccb-ac4e-27b867da7309	20070131	1	900000000000207008	900000000000489007	279253001	900000000000484002
16004bc3-da0c-52f1-a818-a0e34b794f4d	20040731	1	900000000000207008	900000000000489007	264048004	900000000000484002
16118f8d-6671-50ab-9f0f-220c392412b2	20070131	0	900000000000207008	900000000000489007	129359003	900000000000485001
163df6d4-bfd5-538c-950d-7ee1522e4010	20030731	1	900000000000207008	900000000000490003	206353011	900000000000495008
168acde8-caf7-5945-94df-da41331581dd	20050131	1	900000000000207008	900000000000489007	372090006	900000000000482003
16bedb71-1788-5dc4-bf9f-3356ceb85efd	20140604	0	900000000000207008	900000000000490003	115145012	900000000000494007
16d71e81-a43f-5e8f-9d13-5adbd73e7d9b	20020731	1	900000000000207008	900000000000489007	367634005	900000000000485001
171a89aa-e719-505a-bfd5-cea065b6a0fc	20140131	1	900000000000207008	900000000000490003	154538014	900000000000495008
1749304d-1faa-5b97-a81e-af763bece9bb	20050131	1	900000000000207008	900000000000490003	87086013	900000000000495008
174d1f5f-1c87-5ff1-bb31-da47a9c6fe94	20120131	1	900000000000207008	900000000000489007	91984001	900000000000484002
1761f102-f194-58ce-958f-aaaf2244ddec	20050131	0	900000000000207008	900000000000489007	268648009	900000000000486000
177510df-373f-57fe-a6da-4814b00db8c5	20040731	0	900000000000207008	900000000000490003	422595010	900000000000495008
1789103a-c95a-525a-afd3-472536721346	20090131	0	900000000000207008	900000000000490003	492478010	900000000000495008
1794ea6c-856b-5ec0-a14f-d84b428b2fdf	20040731	0	900000000000207008	900000000000489007	275322007	900000000000482003
17e51be2-7049-532f-9167-52b5b68764df	20020731	1	900000000000207008	900000000000490003	507712018	900000000000495008
17f364d1-296c-53ad-acd4-93e00dbccffc	20140131	1	900000000000207008	900000000000490003	731402018	900000000000495008
17f95616-1d27-531e-8ea6-4503926a2d29	20050131	1	900000000000207008	900000000000490003	1232962014	900000000000495008
180361db-d033-5873-92ec-b36411651475	20030131	0	900000000000207008	900000000000489007	305092003	900000000000486000
1820b2fd-1a10-582c-8216-1ff1c15f71a9	20030131	1	900000000000207008	900000000000490003	730730013	900000000000495008
18d071f2-2327-57d3-808d-2abb70158173	20030131	0	900000000000207008	900000000000490003	700897018	900000000000486000
18e9f2bf-29e0-5b37-8978-d5b8509a02d9	20050131	1	900000000000207008	900000000000490003	814786014	900000000000495008
19007bc7-68c6-5287-8d6a-327039a7d5a7	20100131	1	900000000000207008	900000000000490003	419615017	900000000000495008
193905d9-14c3-5f42-b291-6559ef953cee	20130731	1	900000000000207008	900000000000489007	115196005	900000000000482003
1958e7a5-eff5-5f1f-aad7-f5b93668f61b	20030131	0	900000000000207008	900000000000490003	440654017	900000000000486000
1961327d-0ee4-5dd9-90aa-0c771a0ef6d5	20030131	0	900000000000207008	900000000000490003	452650011	900000000000486000
1966456c-7b51-5c5b-a1ff-8e2283d50011	20020731	1	900000000000207008	900000000000489007	194345004	900000000000484002
19952070-bfca-5a32-82f1-fdf367d2703e	20030131	1	900000000000207008	900000000000490003	136145012	900000000000495008
19aa8721-1b1a-5bd8-8a72-5979364a68ae	20080731	0	900000000000207008	900000000000490003	644321010	900000000000495008
19ba5c6e-fed0-5009-b82c-b84ada93f88f	20030731	1	900000000000207008	900000000000490003	335827018	900000000000495008
19c6fd27-cad6-5b3f-b212-b7b3d1375f3e	20020731	1	900000000000207008	900000000000490003	155213014	900000000000495008
19def998-9ece-59d1-88f5-0fc0c7c23fd7	20120731	1	900000000000207008	900000000000489007	1111000119100	900000000000482003
1a7fef30-ee26-56a7-a40c-b20e4739301a	20050131	1	900000000000207008	900000000000490003	387512014	900000000000495008
1aabe488-13db-5f4b-9fa9-bf2dd2a00bc7	20060131	1	900000000000207008	900000000000490003	1490525012	900000000000495008
1ac59cab-a1f9-5fe2-95c8-a24f97392bb4	20050731	0	900000000000207008	900000000000490003	786719017	900000000000495008
1acc6e11-c3f5-594c-a9d1-959831ee89c7	20090131	0	900000000000207008	900000000000490003	492694012	900000000000495008
1ad3ea55-7407-5d86-8dbc-0afb47655cfe	20030731	1	900000000000207008	900000000000489007	75901008	900000000000484002
1af71858-8157-5f79-90e1-b3ce9a5451d9	20030131	0	900000000000207008	900000000000490003	505212016	900000000000486000
1b23f201-c24c-58c1-92aa-d56f0cfa1817	20030731	1	900000000000207008	900000000000489007	61626005	900000000000484002
1bbaffe6-92f1-5449-840c-2867fedeb5df	20110731	1	900000000000207008	900000000000490003	391764011	900000000000495008
1bbfb072-c89e-501f-a9eb-056e2ddea6f9	20060131	1	900000000000207008	900000000000490003	1495498018	900000000000495008
1bc1ed4f-db91-5f90-9684-9cb9b3040e07	20140131	1	900000000000207008	900000000000490003	152079015	900000000000495008
1bcc9fb9-2b37-52fe-8488-879e83feda0e	20020731	1	900000000000207008	900000000000490003	121499019	900000000000495008
1c078fdb-b6d6-5e75-9c6b-599a006c6431	20040731	0	900000000000207008	900000000000490003	6781010	900000000000495008
1c090d0c-0017-528d-9383-4a9e2a3086dd	20050131	1	900000000000207008	900000000000489007	298384002	900000000000482003
1c2601eb-88cc-53c3-94cd-8598b86e8241	20030131	1	900000000000207008	900000000000490003	498114016	900000000000495008
1c45adf2-36ab-5f74-b836-4e97aad22d4d	20140604	0	900000000000207008	900000000000490003	480289010	900000000000494007
1c54422f-54fa-5d07-ab09-9719f8acc171	20060131	1	900000000000207008	900000000000490003	257135014	900000000000495008
1c5900c7-b37f-574d-92f7-c775a73f34bd	20140604	0	900000000000207008	900000000000490003	1230148014	900000000000494007
1c6dd310-ceda-54e7-9057-597af1cc3043	20030731	1	900000000000207008	900000000000490003	177346018	900000000000495008
1c83f645-7e53-56e7-89e3-8528ffc54d4b	20040131	0	900000000000207008	900000000000490003	216111011	900000000000495008
1c880d8f-564f-5662-9179-1ee87e643367	20040731	1	900000000000207008	900000000000489007	188823000	900000000000484002
1cb0d471-9bc5-525c-b21c-6cdd4bd77b91	20030131	0	900000000000207008	900000000000490003	695307015	900000000000486000
1ce0631b-dd9f-586a-9a7a-d203dfc2c77f	20050131	1	900000000000207008	900000000000490003	741125013	900000000000495008
1ce24b4c-af39-5912-a1a2-2fce707421a7	20060131	1	900000000000207008	900000000000489007	223463000	900000000000482003
1ce77f92-ca78-5aad-a930-dd0aa6d73f08	20070731	1	900000000000207008	900000000000489007	360641001	900000000000484002
1ce83ceb-f6d4-5765-ba20-134876704cfd	20070131	1	900000000000207008	900000000000490003	389388014	900000000000495008
1d1187d4-9e13-5464-89b9-8f48987c1b03	20140131	1	900000000000207008	900000000000489007	92848007	900000000000487009
1d1981b6-d0db-5f9b-9c4c-2c43c5ee8279	20040731	1	900000000000207008	900000000000490003	1217409013	900000000000495008
1d9f53a2-4f8b-5602-aad1-5dba4a48ac16	20140131	1	900000000000207008	900000000000490003	154265018	900000000000495008
1db54d39-2c39-5834-bdd5-859755abb45e	20050131	1	900000000000207008	900000000000490003	1210668014	900000000000495008
1e364eb3-afa1-530d-ba46-15f6b829a695	20090731	0	900000000000207008	900000000000490003	572178016	900000000000495008
1e391e0b-8fd7-5955-ba0d-80b25402e0b0	20050731	1	900000000000207008	900000000000489007	183925005	900000000000484002
1e425368-d4ec-556e-96ac-97da8a633c86	20060131	1	900000000000207008	900000000000490003	485117012	900000000000495008
1e597c5d-8394-52f9-9129-ba5a8619ead2	20020731	0	900000000000207008	900000000000490003	799989015	900000000000486000
1e5c2256-394b-5cc5-ae7e-1adc7426a4e1	20100731	1	900000000000207008	900000000000490003	369462016	900000000000495008
1ef52827-a4c5-5d92-a928-f82b76227149	20140131	1	900000000000207008	900000000000490003	2536901011	900000000000495008
