id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget
0060fe02-b077-57e1-97e4-5f7f57d59380	20020131	1	900000000000207008	900000000000497000	43492007	X73GH
006157f0-e78f-525f-95e0-7f281089b88a	20020131	1	900000000000207008	900000000000497000	282285007	Xa239
006d828c-5407-5a8c-bc45-f08d03a7bea5	20020131	1	900000000000207008	900000000000498005	51027004	T-02463
006e9b64-fb9e-5106-ba4e-e5db709fb347	20020131	1	900000000000207008	900000000000498005	281726008	T-0242D
00796904-26bc-5d4c-8ea4-b6e6f3366979	20020131	1	900000000000207008	900000000000498005	59343002	L-10034
0079ff40-87af-5b25-9e25-9a8a683ff98c	20020131	1	900000000000207008	900000000000498005	73297009	DA-51100
007f7c2e-937b-553c-b95e-813ac429fe13	20020131	1	900000000000207008	900000000000498005	37356005	DA-31350
0081530a-022e-5fd1-8c71-8640075dcb44	20020131	1	900000000000207008	900000000000498005	365856005	F-0196C
008195fa-71eb-5fea-833b-c82de28aca5d	20020131	1	900000000000207008	900000000000497000	233139006	X0113
00841cbb-b120-5434-9840-28e873d234ce	20020131	1	900000000000207008	900000000000498005	118934005	DF-00805
00875454-c7d2-5d15-92ac-afa96fce0b70	20030131	1	900000000000207008	900000000000497000	386661006	XUWjm
0093861f-de2b-5b02-930d-a17d3969d3b0	20020131	1	900000000000207008	900000000000497000	50792001	X75hl
0099798c-da30-5d71-8f83-11223cf9e6b6	20020131	1	900000000000207008	900000000000498005	276339004	R-304A6
009f674b-4f2d-5d0f-bff7-d361fa6a5ba1	20020131	1	900000000000207008	900000000000497000	2704003	XUAhT
009f68b5-740a-51d8-8463-82ef132d48e8	20020131	1	900000000000207008	446608001	48566001	C40.9
00a884dc-1687-557a-a016-4e2b73d84a51	20020131	1	900000000000207008	900000000000497000	59927004	X3076
00aa6455-af5b-5148-9f34-7e4400a22541	20110731	1	900000000000207008	900000000000498005	448797001	P0-0625A
00ac8621-2ce5-5c36-8491-13f0cb7852db	20020131	1	900000000000207008	900000000000498005	195180004	D3-81918
00aff85e-0367-557e-b9b5-3380a82b0e78	20020731	1	900000000000207008	900000000000498005	371195002	T-D0821
00b04c6a-3f28-5228-8ff1-a0e8e0eae7a8	20020131	1	900000000000207008	900000000000497000	118940003	X000E
00b70371-0490-5be0-b87f-5c04a793c39e	20020131	1	900000000000207008	900000000000498005	366361007	F-60014
00b8d00f-82ab-51b4-81bb-4ccbb58ff869	20020131	1	900000000000207008	900000000000498005	36966002	L-D8401
00b9c9d4-d59f-5360-8461-e7a23e298e30	20050131	1	900000000000207008	900000000000498005	414292006	DD-13026
00bf91eb-5910-5f4a-b8db-022d7ca9ed3c	20020131	1	900000000000207008	900000000000498005	122480009	D1-80211
00c12290-b1e6-5255-9570-58d715863922	20020131	1	900000000000207008	446608001	34707002	C24.9
00c31da8-fcf1-5fba-9b44-ad18f6d1b577	20020131	1	900000000000207008	900000000000498005	119188008	T-D0507
00c5db28-83d0-5b51-8994-d337e25360ae	20020131	1	900000000000207008	900000000000497000	241929008	X70vh
00c95e5d-e7ba-5c86-8ed7-11309d9707a1	20020731	1	900000000000207008	446608001	304629007	C49.9
00c9c36d-2304-5002-b799-c9181266e108	20020131	1	900000000000207008	900000000000497000	119538008	XU4uT
00d10a69-80fb-5d0c-a5cf-00f0da0a53ae	20020131	1	900000000000207008	900000000000497000	89309003	Xa7Mt
00d816de-1d36-526c-8860-6a781b49d684	20020131	1	900000000000207008	900000000000497000	248727005	X76LE
00e9609a-cc73-5ffe-b36d-286a28ddb7fe	20040731	1	900000000000207008	900000000000498005	409774005	M-0100C
00eea4c2-4843-536a-a065-ef137e38d2be	20020131	1	900000000000207008	900000000000497000	49496001	PD44.
00f29c5b-72f9-5d17-8c44-912dfce30ef8	20020131	1	900000000000207008	446608001	38848004	C17.0
00f51a16-2aa4-5976-b464-34b845078b6c	20020131	1	900000000000207008	900000000000498005	21806007	F-73676
00f9c141-620c-5ba5-899d-26c14ed1ccac	20020131	1	900000000000207008	446608001	49596003	C26.9
00ffe629-7f68-5975-9036-ce23bebee99a	20030731	1	900000000000207008	900000000000498005	400047006	D3-8005B
0101bad2-0bff-5042-8b53-df0dd4278937	20020131	1	900000000000207008	900000000000497000	263467000	XB04b
01027ef3-0e09-5650-9290-6591fd1a4876	20020131	1	900000000000207008	900000000000498005	129406001	P0-02152
0102c0d5-2ba0-5c21-8ca6-accd1c5c8cf7	20020131	1	900000000000207008	900000000000497000	649002	XUIFj
010b6017-e020-5b68-803a-9413dde57634	20020131	1	900000000000207008	900000000000497000	11378000	XU3Ov
010d9773-2f67-5d74-b77b-97126e580298	20110731	1	900000000000207008	900000000000498005	448362001	P0-0622F
010feba2-e190-5093-9813-7fa9adb2d1ba	20020131	1	900000000000207008	900000000000497000	312154004	XaDcs
01102a3f-fb30-5584-835a-3d543fa0b53a	20020131	1	900000000000207008	900000000000498005	226464000	C-F014A
011062b9-56c2-5600-a08d-193b24359e36	20020131	1	900000000000207008	900000000000497000	45148003	XUEMR
01123d0e-94dc-5db9-9179-58735f1dd422	20020131	1	900000000000207008	900000000000498005	75087007	P1-30812
011c1d86-cef8-5d99-b452-18b9c035e04e	20020131	1	900000000000207008	900000000000498005	29240004	P3-42000
01204300-811c-5a60-9f8e-fbc4afd328f0	20020131	1	900000000000207008	900000000000497000	126561007	XU6mO
0136af6b-f6b2-5aa5-be0f-bd8ce63ebf64	20140131	1	900000000000207008	900000000000497000	699879001	XUmkx
01415112-28fa-582c-94fe-a15f51324aa1	20020131	1	900000000000207008	900000000000497000	129276002	XU7Ni
0142996a-4195-5fab-a8e0-c1edd880c918	20020131	1	900000000000207008	900000000000498005	19943007	D5-80600
01437be7-81c8-5798-aab3-3c5db67e8944	20020131	1	900000000000207008	900000000000498005	238111008	D6-10237
01447484-0120-5200-93f2-dd56a4632401	20020131	1	900000000000207008	900000000000497000	230723007	X00Dn
01448f65-fe74-55ed-ba84-6573647a728b	20020131	1	900000000000207008	900000000000497000	271960000	XM0B9
014c4f0e-de95-5c5f-9492-a9bf28b670cb	20020131	1	900000000000207008	900000000000497000	312538005	XaDxM
0155d459-0bca-53cf-a638-4f31bed95c9a	20020131	1	900000000000207008	900000000000497000	308489006	XaBTk
0160c8bd-4e83-586f-a296-53f9105a5d63	20020131	1	900000000000207008	900000000000498005	229961002	C-F0086
0160e3ea-1d6c-51d2-a643-2e1729cc8ef7	20020131	1	900000000000207008	900000000000498005	196807006	D5-6010B
01614746-01c5-5140-8392-c0362e3e00c8	20020131	1	900000000000207008	900000000000497000	243883003	X74Wq
01617e67-8209-52a9-ac51-e0099823a4aa	20020131	1	900000000000207008	900000000000498005	18027006	P1-5BD10
0164fb6c-738a-5e39-956a-bcef5c62d9f3	20020131	1	900000000000207008	900000000000497000	119196003	XU4pQ
0165e20b-7fc5-5b69-a9e3-f2972a94dd61	20020131	1	900000000000207008	900000000000498005	309465005	DE-300AA
0166d413-9377-5bd7-9885-d06189a232fe	20020131	1	900000000000207008	900000000000497000	900000000000549004	XUjjj
017cbd50-db11-5ddd-a484-e92ffbbf7f1a	20020131	1	900000000000207008	900000000000497000	125658009	SA000
0185a098-f10c-539d-a235-a6ad4f80fe33	20020131	1	900000000000207008	900000000000498005	305018003	T-15716
018b1658-3ce2-5269-801d-bb49b750b7b3	20130131	1	900000000000207008	900000000000497000	459074007	XUlXa
018e7832-555d-51be-84cf-ee6735e7c1f2	20020131	1	900000000000207008	900000000000498005	40388003	A-04010
018fad86-c167-5562-b744-d56e1930dc10	20020131	1	900000000000207008	900000000000498005	900000000000502003	R-50018
01948cc5-6492-50df-8c60-44c398831697	20020131	1	900000000000207008	900000000000498005	307132003	D5-85609
01968dfa-d0b4-5bf3-8c72-564dd2ebe75b	20020131	1	900000000000207008	900000000000498005	56381008	M-30000
019b6f04-125c-57d9-8913-11ca9c946a54	20020131	1	900000000000207008	900000000000498005	238138001	D6-1000E
019bded8-46d1-5c45-8f45-421ea93907f7	20020131	1	900000000000207008	900000000000497000	75570004	XE0YG
01a009cd-3417-5409-b65a-bf6d62c61608	20020131	1	900000000000207008	900000000000497000	58780002	X204z
01a72d77-8f2f-5d08-8dd0-75076f7c71e1	20020131	1	900000000000207008	900000000000497000	233572003	X01AC
01ac6cb6-f629-5195-b5fc-7b7b62d83254	20020131	1	900000000000207008	900000000000497000	224475003	Ua0VB
01af36fc-b9db-536b-b79d-c3cf704718c3	20020131	1	900000000000207008	900000000000497000	228039002	Ub0cs
01b185ca-8059-50bc-a127-f049c2fb67bf	20020131	1	900000000000207008	900000000000498005	116367006	F-90009
01b2a5b8-07a1-5497-a1f8-23dababff2d9	20020131	1	900000000000207008	900000000000498005	122869004	P0-00081
01b4bb4e-9e3f-5f13-8131-e0a6f253666a	20020131	1	900000000000207008	900000000000497000	208712008	S3602
01b5cda1-ebe4-5d2e-a67c-f5de0d394e9b	20020131	1	900000000000207008	900000000000497000	312895004	XaE5E
01b65f86-495d-5eb9-8771-b1f92a1ebc6a	20020131	1	900000000000207008	900000000000498005	115232000	M-905FF
01bcb045-b9da-597a-b73f-22bf32b1b7a1	20110131	1	900000000000207008	900000000000498005	446980008	DD-13455
01bd16d1-e6e4-5b99-9797-27ab5a57b996	20020131	1	900000000000207008	900000000000497000	105851005	Xa4gZ
01c14b24-125e-529f-af05-ce13f60092fc	20020131	1	900000000000207008	900000000000498005	131148009	F-D0740
01c211d3-4474-5184-9d9d-14c082dfa75d	20020131	1	900000000000207008	900000000000497000	900000000000479008	XUjil
01c5f0a0-fc2b-539b-99a0-af68c574a070	20020131	1	900000000000207008	900000000000498005	118855008	P0-05195
01c8bf16-b13c-51b7-9441-2fab39b91109	20020131	1	900000000000207008	900000000000498005	302933001	D1-22059
01cdd7a9-2377-5461-8f03-a56cc22d8519	20020731	0	900000000000207008	446608001	85421007	C80.9
01d5e923-b18b-5358-bace-51f753c520db	20020131	1	900000000000207008	900000000000498005	116267009	F-61A61
01d9e2f9-21b5-5a6c-bd8c-06ba500eacb3	20020131	1	900000000000207008	900000000000498005	108340002	S-500F8
01dc2550-ddb0-57cc-bccb-a9bf9dd8e238	20020131	1	900000000000207008	900000000000497000	80400009	XULJl
01dd75c2-3981-5a8e-842e-1c6809742662	20020131	1	900000000000207008	900000000000497000	91397008	XM0QU
01ddb276-eab2-51a5-a303-509398140aa7	20020131	1	900000000000207008	900000000000497000	125654006	S9302
01e4e192-edd1-5bd9-b87c-65129b9129e7	20020131	1	900000000000207008	900000000000497000	86844009	XE1kp
01e77e10-6b06-5faf-8cd8-68f30e9df56a	20020131	1	900000000000207008	900000000000497000	257585005	X79qe
01ea3ca3-62d7-5fc8-b6db-f2b2d493cf64	20020131	1	900000000000207008	900000000000498005	287065007	DD-10009
01ec1426-3d0a-5c19-8c1a-c0eb7c707c23	20020731	1	900000000000207008	446608001	281348004	C40.3
01ecb901-ab13-5098-a4ca-100919161168	20020131	1	900000000000207008	900000000000498005	55584005	M-35300
01edcbde-1089-59ff-9fc4-ba064f9fd7a5	20020131	1	900000000000207008	900000000000498005	231543005	DF-000C7
01ef8f21-fa38-507b-ba78-a0ad813b1f20	20130731	1	900000000000207008	900000000000498005	609626005	R-FACDC
02071594-5dcf-54d5-b5d3-0df35bd75669	20020131	1	900000000000207008	446608001	61496007	C41.9
0207baa0-95cb-5a48-9ee7-4a0f614ad4cb	20020131	1	900000000000207008	900000000000498005	106235004	G-B000
020a0365-31a5-550c-8d8b-47c21fdb3ca4	20020131	1	900000000000207008	900000000000497000	160926000	13JW.
020ed44a-0bf1-51d8-a90a-1e99963c786f	20020131	1	900000000000207008	900000000000498005	900000000000486000	R-50064
021024f5-d5e5-54fe-a52a-552800680b3f	20120131	1	900000000000207008	900000000000498005	449739006	F-F138D
0212e934-f9f6-5f07-894f-a72f8919dbd6	20020131	1	900000000000207008	900000000000498005	57130002	DA-77030
0215c205-31f0-5669-8a36-7f7f504af5e8	20020131	1	900000000000207008	900000000000498005	228036009	C-F09F7
02173c33-7d36-55f0-8c87-a09d8b0ff1f0	20020131	1	900000000000207008	900000000000497000	556001	XUGPu
02174e34-8ebf-5d0a-a009-aa4519f77423	20020131	1	900000000000207008	900000000000497000	360152008	XaBEd
021da37e-460c-5781-b842-3e66438c3e23	20020731	1	900000000000207008	446608001	360592004	C49.9
021e24b0-7d45-52f4-86b1-d8c07c38e8be	20020131	1	900000000000207008	900000000000498005	26053008	DE-43010
0223cf16-7cd9-5ce6-a9fa-a78e67064e5b	20020131	1	900000000000207008	900000000000497000	5913000	XE1l3
02245b25-271e-5066-ba5c-b0fb39ea6050	20020131	1	900000000000207008	900000000000497000	126725000	XU6ob
0225f02b-8ae0-53d7-b805-a8ded285d62b	20040131	1	900000000000207008	900000000000497000	406464007	XUaaC
022705dd-c0bc-5404-93d7-0e6fdcac9298	20020131	1	900000000000207008	900000000000497000	11263005	M2y0.
0230c905-a338-5e8f-baed-76d299b00a1d	20020131	1	900000000000207008	900000000000498005	82515000	M-36750
02318c04-932a-5445-b7e5-fd2e5ccaded3	20020131	1	900000000000207008	900000000000498005	197389006	D5-8560B
0240a1e1-36b7-5dc4-a1f1-741569bdd7e0	20020131	1	900000000000207008	900000000000498005	202998009	D1-3234C
024894d7-5361-50f8-8669-c093a4073134	20140131	1	900000000000207008	446608001	699886009	C57.9
024c84aa-d771-5a59-baec-25562719b9b8	20020131	1	900000000000207008	900000000000498005	106077005	F-400F1
025be3c0-7fde-5d28-a549-e0126bf29816	20020131	1	900000000000207008	900000000000498005	119817009	P1-38501
026070c2-f86e-5c72-8776-4e3baee9a724	20020131	1	900000000000207008	900000000000497000	57697001	XUGqF
0262a165-9e49-5ed0-9080-a23303879f9a	20020131	1	900000000000207008	900000000000497000	125595000	XU6Wj
0270ff2e-a259-5b97-aa69-45561c982dc4	20020131	1	900000000000207008	900000000000498005	363285009	P0-050A5
027e2299-8b57-5342-8b41-acb58d9e108c	20020131	1	900000000000207008	900000000000498005	31006001	L-D0000
027f18bf-54e5-564b-8368-030bb78503bc	20050731	1	900000000000207008	900000000000498005	417341006	L-51503
02851a91-96f1-5c65-b895-30c172f3f80f	20020131	1	900000000000207008	446608001	78696007	C25.4
028847ac-9562-51fc-a0ee-ec6dabb56436	20050731	1	900000000000207008	900000000000498005	416209007	D1-0009F
028b115c-cdd6-5fd6-8348-9169ed905f38	20020131	1	900000000000207008	900000000000497000	260667007	X813X
028d5b4b-3121-5f09-a515-bf80a399c9f5	20020131	1	900000000000207008	900000000000497000	72497001	S2307
028dfb5d-c9b7-56b3-a384-849b837126dd	20080131	0	900000000000207008	446608001	422314007	C76.2
02970138-d9f8-5130-851b-e5f075bc029c	20020131	1	900000000000207008	900000000000498005	363318002	P0-050AA
029f4518-6242-5c9f-aa01-3432bb6f0853	20020131	1	900000000000207008	900000000000497000	13348000	XU7WR
02a1fd59-bece-53ac-aae0-8d1ab0597bf0	20020131	1	900000000000207008	900000000000497000	245188006	X7513
02a7462e-04d4-55fe-a1c3-c0a315a377d0	20020131	1	900000000000207008	900000000000498005	249236000	F-70032
02a857ae-ba05-5706-9dcf-7af955fce93e	20020131	1	900000000000207008	900000000000498005	303112003	R-422A6
02ab0488-7e4e-56e0-81ff-06cb6d8db410	20020131	1	900000000000207008	900000000000497000	118945008	XU4ky
02ab3feb-40d5-5c20-b59a-01abcee8a510	20020131	1	900000000000207008	900000000000498005	90154003	D3-11000
02ab854a-a6b7-5bde-aa9f-43c0984cdcc7	20020131	1	900000000000207008	900000000000498005	161615003	G-02B7
02ad0299-0db6-5b8e-9e55-686673138c02	20020131	1	900000000000207008	900000000000498005	119184005	T-D0503
02aeaff3-759f-5494-9142-b42be5fa3972	20020131	1	900000000000207008	900000000000498005	22943007	T-D2000
02b6cd22-0a43-5193-9af2-898eff41e631	20020131	1	900000000000207008	900000000000498005	245416006	T-D0733
02c281ad-0825-5736-a183-1d3bb09d0a5a	20020131	1	900000000000207008	900000000000498005	17672001	M-36000
02c3b3c1-6634-571f-8d6f-a524912af9cc	20020131	1	900000000000207008	900000000000498005	119187003	T-D0506
02c40403-ba76-5276-8fec-9772c6771ed1	20090131	1	900000000000207008	900000000000498005	440626008	P0-00DDE
02c73055-f31d-5380-8e02-7fdfbdb70712	20030731	1	900000000000207008	900000000000497000	399326009	XUYo4
02c86ded-104a-597e-b9be-1231ca3b025d	20020131	1	900000000000207008	900000000000497000	18944008	XU9Bk
02c90d39-7e80-5e4f-a62e-86421bb07893	20020131	1	900000000000207008	900000000000498005	300296006	F-52101
02cef2f1-0da7-503b-9fa8-4e686ce49db8	20020131	1	900000000000207008	900000000000498005	74722002	T-59665
02d8156c-de91-5a37-b43b-aa1a75184b59	20080731	1	900000000000207008	900000000000498005	430902006	L-300F2
02e28648-f9bb-5b49-9faf-fd1b7bf11f1a	20110131	1	900000000000207008	900000000000498005	447086009	P0-061D1
02f29abb-9f9a-528c-9598-d2d00ec41411	20070131	1	900000000000207008	900000000000497000	425323003	XUf6K
02f30d7f-37d3-5706-84be-c4ab0bb6177f	20070131	1	900000000000207008	900000000000497000	422469006	XUf1h
02f31592-5139-56c2-aeef-a793aae4350a	20030731	1	900000000000207008	900000000000498005	397117006	P1-030D7
02f5a711-f614-5e10-ac27-09bab45252cf	20020131	1	900000000000207008	900000000000498005	22907001	C-11820
02f8b766-e84b-5943-8e08-806b98c53460	20020731	1	900000000000207008	900000000000497000	373933003	XUWPM
02fab88b-27e5-5943-9e4e-a3f68fd15c11	20020131	1	900000000000207008	900000000000498005	41797007	D6-B4120
02fdae54-c03a-548a-b621-751271d1c8f9	20020131	1	900000000000207008	900000000000497000	202159003	N081C
03030fe1-adba-5578-880d-ad65d6fe172c	20020131	1	900000000000207008	900000000000498005	129441002	P0-02194
0307e92c-6be7-5f99-94ae-1fe632316730	20080131	1	900000000000207008	900000000000497000	429278003	XUg8O
031682e3-43b9-5cd8-b3e0-2c620a9357f4	20020131	1	900000000000207008	900000000000498005	312871001	P2-47005
031d37eb-460d-5c4c-9ab3-60d3824ab922	20140131	1	900000000000207008	900000000000498005	699592006	R-FB3AD
031e2b80-7de5-506b-a4c8-75f3ad937267	20020131	1	900000000000207008	900000000000497000	2812003	7NA80
031f34fb-ec6c-529c-bdef-ea0a2f428df1	20020131	1	900000000000207008	900000000000497000	303118004	Xa9Hd
0321b9ee-d58b-5e1f-9186-e8eb8d71bf17	20020131	1	900000000000207008	900000000000497000	4009004	X30PX
032457e9-b0bb-5eae-a661-ca56903188c5	20020131	1	900000000000207008	900000000000497000	125618007	XA0D1
032766f5-3db1-56b6-9fbb-079a87401b33	20020131	1	900000000000207008	900000000000498005	243815002	F-00B9A
0331efc6-6d46-5e46-a75d-8f7d18b54f7d	20120131	1	900000000000207008	900000000000497000	449750009	XUl6m
0340af66-c92e-5ce0-a9b9-6fa7d4b120bd	20020131	1	900000000000207008	446608001	8264007	C69.4
0341fc97-66f4-56b8-ac88-6824de001ac2	20020731	1	900000000000207008	446608001	281213008	C76.7
034c02b7-00de-5dfc-b21f-dd51cfa9be01	20020131	1	900000000000207008	900000000000497000	125584006	XU6Wf
035240fe-6152-5169-acb7-1f7dea392147	20020131	1	900000000000207008	900000000000497000	95460007	Xa00J
0357c662-0aad-5539-8254-c9090168b051	20020131	1	900000000000207008	900000000000497000	4527007	XaAtR
035dd721-8f53-5576-9e31-acf6f819d5ec	20020131	1	900000000000207008	900000000000497000	229912004	Ub1q3
0365acd4-1afe-51fa-aa1c-fed22c278202	20020731	1	900000000000207008	900000000000497000	372073000	XUUyX
036c2c60-c1bc-5a85-8b82-647e30f11c2b	20020131	1	900000000000207008	900000000000498005	94264008	D1-F2006
036cea37-1e2a-5618-ae73-8a1ce80e6650	20020131	1	900000000000207008	900000000000498005	49917003	T-90100
036e1d10-4ad1-5f80-9c48-b6ee4907c0ba	20020131	1	900000000000207008	900000000000498005	38164009	D4-40000
036f9720-bb67-5d19-b604-4ce17a9222cb	20020131	1	900000000000207008	900000000000498005	118675001	P0-05013
0373cec1-6d0e-5560-8102-4404ba3a3381	20020131	1	900000000000207008	900000000000497000	343011009	XU5n9
0373e917-de5a-5276-9b4b-56d1f40a7862	20020131	1	900000000000207008	900000000000497000	18911002	XM0Q1
0375f0e5-9cfc-5ff0-83ff-a7097e25e2db	20090131	1	900000000000207008	900000000000498005	441343005	M-09209
037bb4a0-3ffa-5cda-b8bd-d5826b2f19ad	20020131	1	900000000000207008	900000000000498005	35039007	T-83000
037c2d33-db8b-5e4c-9b48-1f8404cb5b14	20020131	1	900000000000207008	900000000000497000	91302008	X70VZ
038e814a-784d-5ffc-b3f1-8428803cace5	20020131	1	900000000000207008	900000000000498005	446608001	R-50094
0391788b-83ef-5c87-a88d-19cb170e338b	20020131	1	900000000000207008	900000000000497000	128999004	XU7Jb
03925f52-4631-5110-b1fb-cef8ad6c25b8	20020131	1	900000000000207008	900000000000498005	312900000	T-D063F
0393ebca-e384-5fc6-8b76-1d401315dcd1	20020131	1	900000000000207008	900000000000498005	364636000	F-047DF
039ce376-6365-5354-89f5-e3839b502222	20020131	1	900000000000207008	900000000000497000	58000006	XaAEj
039d3c9e-e174-5e5f-afd1-dec228244f2b	20020131	1	900000000000207008	900000000000498005	245415005	T-D0732
039ef7ee-1c5e-500f-b9c7-ec218590775a	20080131	1	900000000000207008	900000000000498005	428858008	C-F06AA
03a1a7b5-f064-5b9a-8c70-72a553a145e6	20020131	1	900000000000207008	900000000000498005	93721009	D1-F0303
03a43d3f-31b4-5350-97b1-0188e8580c4a	20060131	1	900000000000207008	900000000000498005	420111002	F-61FD3
03a73b01-f531-5a88-822c-2dad16832c2b	20020731	1	900000000000207008	446608001	299701004	C40.0
03ad67c1-22e7-5404-937c-2dc3f9323554	20140731	1	900000000000207008	900000000000498005	700363003	R-FB75F
03addc71-d06b-54f0-8d91-b94e77818181	20020131	1	900000000000207008	900000000000497000	87342007	XM0RP
03ae1d91-0895-5277-be97-1b03c3013f52	20020131	1	900000000000207008	900000000000498005	4563007	P0-10210
03b090c7-4807-5c61-8f7e-53d7aaa620e1	20020131	1	900000000000207008	900000000000497000	64665009	XE1lG
03b35ee9-761b-533b-9ea6-cfa9c8c629f4	20020131	1	900000000000207008	900000000000497000	44462005	XUEEI
03b6d8d3-1293-5f18-8e0c-4581ef022903	20020131	1	900000000000207008	900000000000497000	280704004	Xa1Vf
03b86050-0508-5742-bb0d-1c4dc0d802fd	20020131	1	900000000000207008	900000000000497000	312679002	XaDzy
03bf399d-8c81-5b82-9954-acafc69628a8	20130131	1	900000000000207008	900000000000497000	473220001	XUlrj
03c85356-f736-50c4-9f0b-f57a65c583f2	20140731	1	900000000000207008	900000000000497000	700364009	XUmvb
03d19d70-0715-5606-bab7-b1fef1e1eff6	20140131	1	900000000000207008	900000000000498005	698603008	R-FAFD0
03d38911-ab54-5ef6-8b4f-40dc57dcafb2	20020131	1	900000000000207008	900000000000497000	129326001	Xa9ma
03e0a045-54ee-5afb-9ff7-453d4ca8dfdc	20020131	1	900000000000207008	900000000000497000	298705000	Xa70m
03e1aec4-de8e-5e96-b4c5-5faf53bb8b77	20020131	1	900000000000207008	900000000000497000	26908008	S345.
03f81124-a367-5fcc-ba4b-4b80dd882132	20020131	1	900000000000207008	900000000000497000	1557002	X79Cy
03f8fab1-e50f-59e2-ac02-44eebc2e165b	20020131	1	900000000000207008	900000000000497000	900000000000476001	XUjjg
03f9dac3-d810-5b7a-9a7a-92386df6c031	20020131	1	900000000000207008	446608001	39499005	C49.9
03fb6171-218c-5bef-9ed3-7b56fa6843b7	20020131	1	900000000000207008	900000000000498005	79883001	D7-75110
03fc8fff-86fb-544e-9969-4de829e3c6aa	20020131	1	900000000000207008	900000000000498005	183944003	R-202CF
03fca1f7-e27b-5a3f-9b09-b0f55bad5156	20020131	1	900000000000207008	900000000000498005	50939004	T-12590
0403855f-0516-59ba-9c3d-1c82166565cb	20030731	1	900000000000207008	900000000000497000	398866008	XUYge
